Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Image,Hi-Res Image,Width (in Inches),Height (in Inches),Medium / Material,Price (in USD),Availability,Short Description or Notes,"Full Description, Information, or Custom Content",Recognition,Collection,Order,Feature on Homepage?,Featured Video,Featured Video On?
Cannes Scapes 9,cannes-scapes-9,632b56d98acca70c72830aa4,632b56d98acca7c613830b72,Wed Aug 03 2022 15:40:28 GMT+0000 (Coordinated Universal Time),Tue Sep 20 2022 15:27:02 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea96dbb102af01b9e2f730_Jerome_Tupa_Cannes_Scapes_9_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea96de758eeab933097e27_Jerome_Tupa_Cannes_Scapes_9_31x23.jpg,31,23,,,,,<p>This series of paintings abstractly capture the atmosphere of sun and sea. These works are all free expressions of my time in the south of France and the effects of intense sunlight on all of the surrounding landscape.</p>,,,,false,,false
Cannes Scapes,cannescapes,632b56d98acca70c72830aa4,632b56d98acca7d945830b76,Wed Aug 03 2022 15:42:49 GMT+0000 (Coordinated Universal Time),Tue Sep 20 2022 15:27:48 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9766a0f50224cc26de32_Jerome_Tupa_Cannescape_26x20.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97688041972eb24e3f9c_Jerome_Tupa_Cannescape_26x20.jpg,26,20,,,,,<p>This series of paintings abstractly capture the atmosphere of sun and sea. These works are all free expressions of my time in the south of France and the effects of intense sunlight on all of the surrounding landscape.</p>,,,,false,,false
Caracole 4,caracole-4,632b56d98acca70c72830aa4,632b56d98acca742bf830b77,Wed Aug 03 2022 15:43:23 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:50 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97857af19a56f1ccfbf8_Jerome_Tupa_Caracole_4_48x59.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea978856d69a0719440b5b_Jerome_Tupa_Caracole_4_48x59.jpg,48,59,Oil on Canvas Panels,,,,<p>The goddesses of the exhibit “Sentinels of Fire” were in stark contrast to the large passionate paintings of orbs entitled “Sentinels of Fire” in the exhibit. These women are shown in their glorious splendor of suffering yet ecstasy.</p>,,caracole,,false,,false
Caracole,caracole-5,632b56d98acca70c72830aa4,632b56d98acca784bf830b78,Wed Aug 03 2022 15:44:26 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:39 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97ade93adc878c56cd36_Jerome_Tupa_Caracole_48x59.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97cf10309c5fd144b2a4_Jerome_Tupa_Caracole_48x59.jpg,48,59,Oil on Canvas Panels,,,,<p>The goddesses of the exhibit “Sentinels of Fire” were in stark contrast to the large passionate paintings of orbs entitled “Sentinels of Fire” in the exhibit. These women are shown in their glorious splendor of suffering yet ecstasy.</p>,,caracole,,false,,false
Carapace,carapace,632b56d98acca70c72830aa4,632b56d98acca7265a830b80,Wed Aug 03 2022 15:49:03 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:05:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98da0d0985f712e1fb0f_Jerome_Tupa_Carapace_32x48.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98da12a1db1e105b7afc_Jerome_Tupa_Carapace_32x48.jpg,32,48,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 2,carapace-2,632b56d98acca70c72830aa4,632b56d98acca7f3f7830b7a,Wed Aug 03 2022 15:44:58 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:31 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97e6c69f44eca0041c66_Jerome_Tupa_Carapace_2_42x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea97e9758eea583d09843c_Jerome_Tupa_Carapace_2_42x30.jpg,42,30,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 3,carapace-3,632b56d98acca70c72830aa4,632b56d98acca78190830b7b,Wed Aug 03 2022 15:45:26 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:20 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98055bd878e9a741fc73_Jerome_Tupa_Carapace_3_31x44.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9807df96d8ecf1c913ab_Jerome_Tupa_Carapace_3_31x44.jpg,31,44,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 4,carapace-4,632b56d98acca70c72830aa4,632b56d98acca7aa9e830b7c,Wed Aug 03 2022 15:46:00 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:13 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea982d4b3685ed525c89a1_Jerome_Tupa_Carapace_4_31x45.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9830eaebaf7b8688d6c8_Jerome_Tupa_Carapace_4_31x45.jpg,31,45,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 5,carapace-5,632b56d98acca70c72830aa4,632b56d98acca7fd28830b7d,Wed Aug 03 2022 15:46:31 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:06:03 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9843c8ad8d8fd204bd88_Jerome_Tupa_Carapace_5_30x41.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea984512a1dbb6745b75a9_Jerome_Tupa_Carapace_5_30x41.jpg,30,41,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 6,carapace-6,632b56d98acca70c72830aa4,632b56d98acca72577830b7e,Wed Aug 03 2022 15:47:49 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:05:52 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98921d124a6d6c61c5ab_Jerome_Tupa_Carapace_6_26x40.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98968c078144e5bc2075_Jerome_Tupa_Carapace_6_26x40.jpg,26,40,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace 7,carapace-7,632b56d98acca70c72830aa4,632b56d98acca72ec6830b7f,Wed Aug 03 2022 15:48:15 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:05:45 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98b5dbd70f032fa98888_Jerome_Tupa_Carapace_7_30x42.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea98b77a18914311a7ee67_Jerome_Tupa_Carapace_7_30x42.jpg,30,42,Watercolor,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,carapace,,false,,false
Carapace Pyramid (Framed),carapace-pyramid-framed,632b56d98acca70c72830aa4,632b56d98acca73b01830b81,Wed Aug 03 2022 15:49:40 GMT+0000 (Coordinated Universal Time),Tue Sep 20 2022 15:31:46 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea990b9d12256773eeedbf_Jerome_Tupa_Carapace_Pyramid_Framed_23x16.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea990e8c0781137abc2477_Jerome_Tupa_Carapace_Pyramid_Framed_23x16.jpg,23,16,,,,,<p>The series “Carapaces” grew out of the turtle series. These are free flowing rivers with the design inspired by the tortoise shells.</p>,,,,false,,false
"Carriage Square, Seville",carriage-square-seville,632b56d98acca70c72830aa4,632b56d98acca77d6e830c87,Thu Aug 04 2022 16:02:31 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 16:02:31 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebed9032aa51c165afebc7_Jerome_Tupa_Seville_Carriage_Square_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebed9232c60a1f3a3eef40_Jerome_Tupa_Seville_Carriage_Square_31x23.jpg,31,23,,,,,,,,,false,,false
Castel Arquato,castel-arquato,632b56d98acca70c72830aa4,632b56d98acca76426830b82,Wed Aug 03 2022 15:50:15 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 15:50:15 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea992beaebaf492b88e074_Jerome_Tupa_Castel_Arquato_36x24.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea992e56d69a804c4414cc_Jerome_Tupa_Castel_Arquato_36x24.jpg,36,24,,,,,,,,,false,,false
Catalogue,catalogue,632b56d98acca70c72830aa4,632b56d98acca74be9830b83,Wed Aug 03 2022 15:54:42 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 15:54:42 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea99781bc460451769e55b_Jerome_Tupa_Catalogue_186x108.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea997b130ed41d8a4abf43_Jerome_Tupa_Catalogue_186x108.jpg,108,186,,,,,,,,,false,,false
Cathedral Three of Athens,cathedral-three-of-athens,632b56d98acca70c72830aa4,632b56d98acca7db8d830b84,Wed Aug 03 2022 15:55:23 GMT+0000 (Coordinated Universal Time),Tue Aug 16 2022 20:11:27 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9a5eb102afe887e33535_Jerome_Tupa_Cathedral_Three_Of_Athens_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9a607f1c15ef9bfa36e0_Jerome_Tupa_Cathedral_Three_Of_Athens_30x23.jpg,30,23,Watercolor,,,,,,,,false,,false
The Cavalier and His Lady,cavalier-and-lady,632b56d98acca70c72830aa4,632b56d98acca73557830b86,Wed Aug 03 2022 15:56:06 GMT+0000 (Coordinated Universal Time),Mon Oct 24 2022 18:08:09 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9a7e4a841572b5c2f33c_Jerome_Tupa_Cavalier_and_Lady_60x120.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9a809c9dd486882a8517_Jerome_Tupa_Cavalier_and_Lady_60x120.jpg,60,120,Oil on Canvas,,,,"<p id="""">One of my most loved pieces. This painting was created in Rome for an exhibit in Paris at the UNESCO Museum and was the centerpiece of that exhibition. The piece has several layers of meaning; A Knight on horseback embracing a young woman walking; metaphor for the “pericorisis”. Which is the understanding ancient theologians had of the relationship between the persons of the Trinity. The viewer is wrapped in the circular movement of the man, woman and horse. This piece was inspired by the artists love of classical ballet as seen in the woman being swept up by her partner into an aerial movement. She is seen as being “en point”.</p>",,,,false,https://www.youtube.com/watch?v=ACt81SUhqmo&feature=youtu.be,true
Chartres Upper & Lower Village,chartres-upper-lower-village,632b56d98acca70c72830aa4,632b56d98acca7c97f830b87,Wed Aug 03 2022 15:57:00 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:52:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9aa8debf3e64cc0c36d5_Jerome_Tupa_Chartres_Upper_Lower_Village_76x64.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9aab44e58a002600b946_Jerome_Tupa_Chartres_Upper_Lower_Village_76x64.jpg,76,64,Oil on Canvas,,,,"<p id="""">This French city is much loved for its cathedral and the many historic building reminiscent of the late medieval period when Chartres was a famous center of learning. In this painting I have shown the apse, façade and the treasury of the cathedral but also the lower medieval village where I had an apartment while studying for my degree in Paris.</p>",,road-to-rome,,false,,false
"Chasse de Berraclette, Nevers",chasse-de-berraclette-nevers,632b56d98acca70c72830aa4,632b56d98acca77b2f830c3a,Thu Aug 04 2022 14:51:13 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:51:13 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdccac8eb833f2282dbe3_Jerome_Tupa_Nevers_Chasse_De_Berraclette_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdccc459eea8c39dfed5a_Jerome_Tupa_Nevers_Chasse_De_Berraclette_30x22.jpg,30,22,,,,,,,,,false,,false
"Church of Justina, Padova",church-of-justina-padova,632b56d98acca70c72830aa4,632b56d98acca713ce830c45,Thu Aug 04 2022 14:56:55 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:56:55 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebde21861f6fa387db09f1_Jerome_Tupa_Padova_The_Church_of_Justina_59x49.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebde23b018b3532ec4f3b0_Jerome_Tupa_Padova_The_Church_of_Justina_59x49.jpg,59,49,,,,,,,,,false,,false
"Church of Saint Ambrose, Milan, Italy",church-of-saint-ambrose-milan-italy,632b56d98acca70c72830aa4,632b56d98acca721e6830c2b,Thu Aug 04 2022 14:42:52 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:57:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdad336313d44c75cafef_Jerome_Tupa_Milan_Italy_Church_of_Saint_Ambrose_42x60.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdad48ef108071a048d37_Jerome_Tupa_Milan_Italy_Church_of_Saint_Ambrose_42x60.jpg,42,60,,,,,,,road-to-rome,,false,,false
"Church of Saint Bartholomew, Aleppo, Syria",church-of-saint-bartholomew-aleppo-syria,632b56d98acca70c72830aa4,632b56d98acca7c0fa830b3b,Wed Aug 03 2022 14:57:23 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 17:02:20 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea8c5e1d124ad1f9611d7d_Jerome_Tupa_Aleppo_Syria_Church_of_Saint_Bartholomew_29x36.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea8c63700b630dbf630ac6_Jerome_Tupa_Aleppo_Syria_Church_of_Saint_Bartholomew_29x36.jpg,29,36,Oil on Canvas,,,,"<p id="""">This painting in from the series “Shrines, Churches and Mosques; from Constantinople to Cairo”. This is a parish church in the center of Aleppo and created just prior to the destruction of this great city in the Syrian war. Paintings from this series are often of buildings that no longer exist.</p>",,pilgrimage-to-the-holy-lands,,false,,false
Church of Saint George,church-of-saint-george,632b56d98acca70c72830aa4,632b56d98acca73ca1830b88,Wed Aug 03 2022 15:57:41 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:43:24 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9adb7f1c1575aefa3950_Jerome_Tupa_Church_of_Saint_George_37x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9addc8ad8d236404d908_Jerome_Tupa_Church_of_Saint_George_37x31.jpg,37,31,Oil on Canvas,,,"Aleppo, Syria","<p id="""">Although badly damaged by the recent war, this was one of many Christian churches in the ancient Silk Road center of commerce.</p>",,pilgrimage-to-the-holy-lands,,false,,false
"Church of Saint Paul, Athens",church-of-saint-paul-athens,632b56d98acca70c72830aa4,632b56d98acca79801830b89,Wed Aug 03 2022 15:58:21 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:43:37 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b0d10309c30174500c4_Jerome_Tupa_Church_of_St_Paul_Athens_16x13.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b0f7af19af228cd1c73_Jerome_Tupa_Church_of_St_Paul_Athens_16x13.jpg,16,13,Watercolor,,,,,,pilgrimage-to-the-holy-lands,,false,,false
"Church of the Annunciation, Nazareth",church-of-the-annunciation-nazareth,632b56d98acca70c72830aa4,632b56d98acca72a2d830c39,Thu Aug 04 2022 14:50:38 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:58:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdca67ba90055f7454c6c_Jerome_Tupa_Nazareth_Church_of_the_Annunciation_76x64.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdca88759bd1442120b43_Jerome_Tupa_Nazareth_Church_of_the_Annunciation_76x64.jpg,76,64,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
"Church of the Nativity, Bethlehem, Apse & Facade",church-of-the-nativity-bethlehem-apse-facade,632b56d98acca70c72830aa4,632b56d98acca76944830b8a,Wed Aug 03 2022 15:59:31 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:43:52 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b2bedb0828438f39096_Jerome_Tupa_Church_of_the_Nativity_Bethlehem_Apse_and_Facade_76x64.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b2e083f3057b431061b_Jerome_Tupa_Church_of_the_Nativity_Bethlehem_Apse_and_Facade_76x64.jpg,76,64,Oil on Canvas,,,,"<p id="""">Painting inspired by the sketches of this most ancient of basilicas in Christendom. This Roman building was spared the destruction of all the other great Roman basilicas by the Persians in the 6<sup id="""">th</sup> century. The exterior elements of this building reflect the many different architectural styles which make up this fortress like church complex. The painting shows both the facade and fort like building facing the Bethlehem Plaza but also it’s gothic style apse. The plaza is made up of two carpets from Iranian weavers designs.</p>",,pilgrimage-to-the-holy-lands,,false,,false
Church Plaza on Patmos,church-plaza-on-patmos,632b56d98acca70c72830aa4,632b56d98acca74a85830b8b,Wed Aug 03 2022 16:00:35 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:44:10 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b8744e58a535f00c6a9_Jerome_Tupa_Church_Plaza_On_Patmos_42x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9b89c8ad8dd20e04dc11_Jerome_Tupa_Church_Plaza_On_Patmos_42x30.jpg,42,30,Oil on Canvas,,,,"<p id="""">Painting of the site where St. John the Evangelist wrote the Book of Revelation. The site reflects the architecture inspired by the fortresses built by the Knights of Malta.</p>",,pilgrimage-to-the-holy-lands,,false,,false
City of Orvieto,city-of-orvieto,632b56d98acca70c72830aa4,632b56d98acca73807830b8c,Wed Aug 03 2022 16:01:11 GMT+0000 (Coordinated Universal Time),Thu Feb 02 2023 21:58:40 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9baa10309cdb1b4506ce_Jerome_Tupa_City_Of_Orvieto_From_St_Catherines_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9bacc8ad8d045704dc6c_Jerome_Tupa_City_Of_Orvieto_From_St_Catherines_31x23.jpg,31,23,,,,,,,,,false,,false
Coimbra,coimbra,632b56d98acca70c72830aa4,632b56d98acca7f88a830b8d,Wed Aug 03 2022 16:01:43 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:01:43 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9bdc0d098563eae218ab_Jerome_Tupa_Coimbra_31x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9bdfb102af094ce33fa8_Jerome_Tupa_Coimbra_31x22.jpg,31,22,,,,,,,,,false,,false
Collage 10,collage-10,632b56d98acca70c72830aa4,632b56d98acca7a332830b95,Wed Aug 03 2022 16:11:40 GMT+0000 (Coordinated Universal Time),Tue Sep 20 2022 15:39:46 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9e28debf3e79020c6da4_Jerome_Tupa_Collage_10_30x42.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ea9e2a1d124a821361fd91_Jerome_Tupa_Collage_10_30x42.jpg,30,42,"Paper, fragments of prints and watercolors.",,,,"<p id="""">This collection of works came about because of my discovery of colored papers made in India at Sennelier, <em id="""">fourniseur </em>for artists in Paris. I returned to my studio and using many different elements from my other works created these collages.</p>",,,,false,,false
